boroct2020,boroct2010,ratio
005024100,005024100,1.000000000000000
005024300,005024300,1.000000000000000
005024400,005024400,1.000000000000000
005024501,005024501,1.000000000000000
005024502,005024502,1.000000000000000
005024600,005024600,1.000000000000000
005024700,005024700,1.000000000000000
005024800,005024800,1.000000000000000
005024900,005024900,1.000000000000000
005025000,005025000,1.000000000000000
005025100,005025100,1.000000000000000
005025200,005025200,1.000000000000000
005025300,005025300,1.000000000000000
005025400,005025400,1.000000000000000
005025500,005025500,1.000000000000000
005025600,005025600,1.000000000000000
005025700,005025700,1.000000000000000
005026100,005026100,1.000000000000000
005026300,005026300,1.000000000000000
005026400,005026400,1.000000000000000
005026500,005026500,1.000000000000000
005026601,005026601,1.000000000000000
005026602,005026602,1.000000000000000
005026701,005026701,1.000000000000000
005026702,005026702,1.000000000000000
005026900,005026900,1.000000000000000
005027300,005027300,1.000000000000000
005027401,005027401,1.000000000000000
005027402,005027402,1.000000000000000
005027600,005027600,1.000000000000000
005027600,005030200,0.000000000000000
005027700,005027700,1.000000000000000
005027900,005027700,0.000000000000000
005027900,005027900,1.000000000000000
005028100,005028100,1.000000000000000
005028300,005028300,1.000000000000000
005028400,005028400,1.000000000000000
005028500,005028500,1.000000000000000
005028600,005028600,1.000000000000000
005028700,005028700,1.000000000000000
005028800,005028800,1.000000000000000
005028900,005028900,1.000000000000000
005029301,005029301,1.000000000000000
005029302,005029302,1.000000000000000
005029500,005029500,1.000000000000000
005029600,005029600,1.000000000000000
005029700,005029700,1.000000000000000
005029700,005030701,0.000000000000000
005030000,005030000,1.000000000000000
005030100,005030100,1.000000000000000
005030201,005027600,0.000000000000000
005030201,005030200,0.403960841678857
005030202,005030200,0.596039158321143
005030701,005030701,1.000000000000000
005030900,005030900,1.000000000000000
005031000,005031000,1.000000000000000
005031000,005035600,0.000000000000000
005031200,005031200,1.000000000000000
005031400,005031400,1.000000000000000
005031600,005031600,1.000000000000000
005031800,005031800,1.000000000000000
005031900,005031900,1.000000000000000
005032300,005032300,1.000000000000000
005032400,005032400,1.000000000000000
005032600,005032400,0.000000000000000
005032600,005032600,1.000000000000000
005032800,005032800,1.000000000000000
005033000,005033000,1.000000000000000
005033201,005033201,1.000000000000000
005033202,005033202,1.000000000000000
005033400,005033400,1.000000000000000
005033500,005033500,1.000000000000000
005033601,005033600,0.751939237233355
005033602,005033600,0.248060762766645
005033700,005033700,1.000000000000000
005033801,005033800,0.559979046621268
005033802,005033800,0.440020953378732
005034000,005034000,1.000000000000000
005034200,005034200,1.000000000000000
005034300,005034300,1.000000000000000
005034400,005034400,1.000000000000000
005034500,005034500,1.000000000000000
005034800,005034800,1.000000000000000
005035000,005035000,1.000000000000000
005035100,005035100,1.000000000000000
005035600,005035600,1.000000000000000
005035600,005046201,0.000000000000000
005035800,005035800,1.000000000000000
005035900,005035900,1.000000000000000
005036000,005036000,1.000000000000000
005036100,005036100,1.000000000000000
005036300,005036300,1.000000000000000
005036400,005036400,1.000000000000000
005036501,005036501,1.000000000000000
005036502,005036502,1.000000000000000
005036700,005036700,1.000000000000000
005036800,005036800,1.000000000000000
005036901,005036901,1.000000000000000
005036902,005036902,1.000000000000000
005037000,005037000,1.000000000000000
005037100,005037100,1.000000000000000
005037200,005037200,1.000000000000000
005037300,005037300,1.000000000000000
005037400,005037400,1.000000000000000
005037504,005037504,1.000000000000000
005037600,005037600,1.000000000000000
005037800,005037800,1.000000000000000
005037900,005037900,1.000000000000000
005038000,005038000,1.000000000000000
005038100,005038100,1.000000000000000
005038200,005038200,1.000000000000000
005038301,005038301,1.000000000000000
005038303,005038302,0.588273829020636
005038304,005038302,0.411726170979365
005038500,005038500,1.000000000000000
005038600,005038600,1.000000000000000
005038700,005038700,1.000000000000000
005038800,005038800,1.000000000000000
005038900,005038900,1.000000000000000
005039000,005039000,1.000000000000000
005039100,005039100,1.000000000000000
005039200,005039200,1.000000000000000
005039300,005039300,1.000000000000000
005039400,005039400,1.000000000000000
005039500,005039500,1.000000000000000
005039600,005039600,1.000000000000000
005039700,005038900,0.000000000000000
005039700,005039700,1.000000000000000
005039800,005039800,1.000000000000000
005039901,005039901,1.000000000000000
005039902,005039902,1.000000000000000
005040100,005040100,1.000000000000000
005040302,005040302,1.000000000000000
005040303,005040303,1.000000000000000
005040304,005040304,1.000000000000000
005040400,005040400,1.000000000000000
005040501,005040501,1.000000000000000
005040502,005040502,1.000000000000000
005040600,005040600,1.000000000000000
005040701,005040701,1.000000000000000
005040702,005040702,1.000000000000000
005040800,005040800,1.000000000000000
005040900,005040900,1.000000000000000
005041100,005041100,1.000000000000000
005041300,005041300,1.000000000000000
005041400,005041400,1.000000000000000
005041500,005041500,1.000000000000000
005041800,005041800,1.000000000000000
005041900,005041900,1.000000000000000
005042000,005042000,1.000000000000000
005042100,005042100,1.000000000000000
005042200,005042200,1.000000000000000
005042300,005042300,1.000000000000000
005042400,005042400,1.000000000000000
005042500,005042500,1.000000000000000
005042600,005042600,1.000000000000000
005042800,005042800,1.000000000000000
005042901,005042901,1.000000000000000
005042902,005042902,1.000000000000000
005043000,005043000,1.000000000000000
005043101,005043100,0.519111570247934
005043102,005043100,0.480888429752066
005043400,005043400,1.000000000000000
005043501,005043500,1.000000000000000
005043502,005043500,0.000000000000000
005043503,005043500,0.000000000000000
005043600,005043600,1.000000000000000
005044200,005044200,1.000000000000000
005044400,005044400,1.000000000000000
005044800,005044800,1.000000000000000
005044901,005044901,1.000000000000000
005044902,005044902,1.000000000000000
005045101,005045101,1.000000000000000
005045102,005045102,1.000000000000000
005045600,005045600,1.000000000000000
005045800,005045800,1.000000000000000
005046000,005046000,1.000000000000000
005046203,005046201,0.243380472393561
005046204,005046201,0.229690085752971
005046205,005046201,0.169926282533474
005046206,005046201,0.175605536332180
005046207,005046201,0.181397622987814
005046208,005046201,0.000000000000000
005046208,005046202,0.573275341307237
005046209,005046202,0.426724658692763
005048401,005048400,1.000000000000000
005048402,005048400,0.000000000000000
005050400,005050400,1.000000000000000
005051601,005051600,1.000000000000000
005051602,005051600,0.000000000000000
047000100,047000100,1.000000000000000
047000200,047000200,1.000000000000000
047000301,047000301,1.000000000000000
047000501,047000501,1.000000000000000
047000502,047000502,1.000000000000000
047000700,047000700,1.000000000000000
047000900,047000900,1.000000000000000
047001100,047001100,1.000000000000000
047001300,047001300,1.000000000000000
047001300,047001500,0.000000000000000
047001501,047001500,0.679920477137177
047001502,047001500,0.320079522862823
047001801,047001800,1.000000000000000
047001802,047001800,0.000000000000000
047001803,047001800,0.000000000000000
047001804,047001800,0.000000000000000
047002000,047002000,1.000000000000000
047002100,047002100,1.000000000000000
047002200,047002200,1.000000000000000
047002300,047002300,1.000000000000000
047002901,047002901,1.000000000000000
047003000,047003000,1.000000000000000
047003101,047003100,1.000000000000000
047003102,047003100,0.000000000000000
047003300,047003300,1.000000000000000
047003400,047003400,1.000000000000000
047003500,047003500,1.000000000000000
047003600,047003600,1.000000000000000
047003700,047003700,1.000000000000000
047003800,047003800,1.000000000000000
047003900,047003900,1.000000000000000
047004100,047004100,1.000000000000000
047004300,047004300,1.000000000000000
047004400,047004400,1.000000000000000
047004500,047004500,1.000000000000000
047004600,047004600,1.000000000000000
047004700,047004700,1.000000000000000
047004900,047004900,1.000000000000000
047005000,047005000,1.000000000000000
047005100,047005100,1.000000000000000
047005100,047005900,0.000000000000000
047005201,047005201,1.000000000000000
047005202,047005202,1.000000000000000
047005301,047005300,0.989936440677966
047005302,047005300,0.010063559322034
047005303,047005300,0.000000000000000
047005400,047005400,1.000000000000000
047005601,047005601,1.000000000000000
047005602,047005602,1.000000000000000
047005800,047005800,1.000000000000000
047005900,047005900,1.000000000000000
047006000,047006000,1.000000000000000
047006200,047006200,1.000000000000000
047006300,047006300,1.000000000000000
047006400,047006400,1.000000000000000
047006500,047006500,1.000000000000000
047006600,047006600,1.000000000000000
047006700,047006700,1.000000000000000
047006800,047006800,1.000000000000000
047006901,047006900,0.466214305908962
047006902,047006900,0.533785694091038
047007000,047007000,1.000000000000000
047007100,047007100,1.000000000000000
047007200,047007200,1.000000000000000
047007400,047007400,1.000000000000000
047007500,047007500,1.000000000000000
047007600,047007600,1.000000000000000
047007700,047007700,1.000000000000000
047007800,047007800,1.000000000000000
047008000,047008000,1.000000000000000
047008200,047008200,1.000000000000000
047008400,047008400,1.000000000000000
047008500,047008500,1.000000000000000
047008600,047008600,1.000000000000000
047008800,047008800,1.000000000000000
047009001,047009000,0.526720106880427
047009002,047009000,0.473279893119572
047009201,047009200,0.352821083890126
047009202,047009200,0.647178916109874
047009401,047009400,0.525581395348837
047009402,047009400,0.474418604651163
047009600,047009600,1.000000000000000
047009800,047009800,1.000000000000000
047010000,047010000,1.000000000000000
047010100,047010100,1.000000000000000
047010200,047010200,1.000000000000000
047010401,047010400,0.522342586323629
047010402,047010400,0.477657413676371
047010601,047010600,0.556998803623312
047010602,047010600,0.443001196376688
047010801,047010800,0.496969696969697
047010802,047010800,0.503030303030303
047011000,047011000,1.000000000000000
047011200,047011200,1.000000000000000
047011400,047011400,1.000000000000000
047011600,047011600,1.000000000000000
047011700,047011700,1.000000000000000
047011800,047011800,1.000000000000000
047011901,047011900,1.000000000000000
047011902,047011900,0.000000000000000
047012000,047012000,1.000000000000000
047012100,047012100,1.000000000000000
047012200,047012200,1.000000000000000
047012600,047012600,1.000000000000000
047012700,047012700,1.000000000000000
047012801,047012801,1.000000000000000
047012901,047012901,1.000000000000000
047012902,047012901,0.000000000000000
047012902,047012902,1.000000000000000
047013000,047013000,1.000000000000000
047013100,047013100,1.000000000000000
047013200,047013200,1.000000000000000
047013300,047013300,1.000000000000000
047013400,047013400,1.000000000000000
047013500,047013500,1.000000000000000
047013600,047013600,1.000000000000000
047013700,047013700,1.000000000000000
047013800,047013800,1.000000000000000
047013900,047013900,1.000000000000000
047014000,047014000,1.000000000000000
047014101,047014100,0.449453099105071
047014102,047014100,0.550546900894929
047014200,047014200,1.000000000000000
047014300,047014300,1.000000000000000
047014500,047014500,1.000000000000000
047014700,047014700,1.000000000000000
047014800,047014800,1.000000000000000
047014901,047014900,0.299437299035370
047014902,047014900,0.700562700964630
047015000,047015000,1.000000000000000
047015100,047015100,1.000000000000000
047015200,047015200,1.000000000000000
047015300,047015300,1.000000000000000
047015400,047015400,1.000000000000000
047015500,047015500,1.000000000000000
047015700,047015700,1.000000000000000
047015900,047015900,1.000000000000000
047016000,047016000,1.000000000000000
047016100,047016100,1.000000000000000
047016200,047016200,1.000000000000000
047016300,047016300,1.000000000000000
047016400,047016200,0.000000000000000
047016400,047016400,1.000000000000000
047016500,047016500,1.000000000000000
047016600,047016600,1.000000000000000
047016700,047016700,1.000000000000000
047016800,047016800,1.000000000000000
047016900,047016900,1.000000000000000
047017000,047017000,1.000000000000000
047017100,047017100,1.000000000000000
047017200,047017200,1.000000000000000
047017400,047017400,1.000000000000000
047017500,047017500,1.000000000000000
047017600,047017600,1.000000000000000
047017700,047017700,1.000000000000000
047017800,047017800,1.000000000000000
047017900,047017900,1.000000000000000
047018000,047018000,1.000000000000000
047018100,047018100,1.000000000000000
047018200,047018200,1.000000000000000
047018300,047018300,1.000000000000000
047018400,047018400,1.000000000000000
047018501,047018501,1.000000000000000
047018600,047018600,1.000000000000000
047018700,047018700,1.000000000000000
047018800,047018800,1.000000000000000
047019000,047019000,1.000000000000000
047019100,047019100,1.000000000000000
047019200,047019200,1.000000000000000
047019300,047019300,1.000000000000000
047019400,047019400,1.000000000000000
047019500,047019500,1.000000000000000
047019600,047019600,1.000000000000000
047019700,047019700,1.000000000000000
047019800,047019800,1.000000000000000
047019900,047019900,1.000000000000000
047020000,047020000,1.000000000000000
047020100,047020100,1.000000000000000
047020200,047020200,1.000000000000000
047020300,047020300,1.000000000000000
047020400,047020400,1.000000000000000
047020500,047020500,1.000000000000000
047020600,047020600,1.000000000000000
047020700,047020700,1.000000000000000
047020800,047020800,1.000000000000000
047021000,047021000,1.000000000000000
047021100,047021100,1.000000000000000
047021100,047054300,0.978593272171254
047021200,047021200,1.000000000000000
047021300,047021300,1.000000000000000
047021400,047021400,1.000000000000000
047021500,047021500,1.000000000000000
047021600,047021600,1.000000000000000
047021700,047021700,1.000000000000000
047021800,047021800,1.000000000000000
047021900,047021900,1.000000000000000
047022000,047022000,1.000000000000000
047022100,047022100,1.000000000000000
047022200,047022200,1.000000000000000
047022400,047022400,1.000000000000000
047022600,047022600,1.000000000000000
047022700,047022700,1.000000000000000
047022800,047022800,1.000000000000000
047022900,047022900,1.000000000000000
047023000,047023000,1.000000000000000
047023100,047023100,1.000000000000000
047023200,047023200,1.000000000000000
047023300,047023300,1.000000000000000
047023400,047023400,1.000000000000000
047023500,047023500,1.000000000000000
047023600,047023600,1.000000000000000
047023800,047023800,1.000000000000000
047024000,047024000,1.000000000000000
047024100,047024100,1.000000000000000
047024200,047024200,1.000000000000000
047024300,047024300,1.000000000000000
047024400,047024400,1.000000000000000
047024500,047024500,1.000000000000000
047024600,047024600,1.000000000000000
047024700,047024700,1.000000000000000
047024800,047024800,1.000000000000000
047024900,047024900,1.000000000000000
047025000,047025000,1.000000000000000
047025100,047025100,1.000000000000000
047025200,047025200,1.000000000000000
047025300,047025300,1.000000000000000
047025400,047025400,1.000000000000000
047025500,047025500,1.000000000000000
047025600,047025600,1.000000000000000
047025700,047025700,1.000000000000000
047025800,047025800,1.000000000000000
047025901,047025901,1.000000000000000
047025902,047025902,1.000000000000000
047026000,047026000,1.000000000000000
047026100,047026100,1.000000000000000
047026200,047026200,1.000000000000000
047026300,047026300,1.000000000000000
047026400,047026400,1.000000000000000
047026500,047026500,1.000000000000000
047026600,047026600,1.000000000000000
047026700,047026700,1.000000000000000
047026800,047026800,1.000000000000000
047026900,047026900,1.000000000000000
047027000,047027000,1.000000000000000
047027100,047027100,1.000000000000000
047027200,047027200,1.000000000000000
047027300,047027300,1.000000000000000
047027400,047027400,1.000000000000000
047027500,047027500,1.000000000000000
047027600,047027600,1.000000000000000
047027700,047027700,1.000000000000000
047027800,047027800,1.000000000000000
047027900,047027900,1.000000000000000
047028000,047028000,1.000000000000000
047028100,047028100,1.000000000000000
047028200,047028200,1.000000000000000
047028300,047028300,1.000000000000000
047028400,047028400,1.000000000000000
047028501,047028501,1.000000000000000
047028502,047028502,1.000000000000000
047028600,047028600,1.000000000000000
047028700,047028700,1.000000000000000
047028800,047028800,1.000000000000000
047028900,047028900,1.000000000000000
047029000,047029000,1.000000000000000
047029100,047029100,1.000000000000000
047029200,047029200,1.000000000000000
047029300,047029300,1.000000000000000
047029400,047029400,1.000000000000000
047029500,047029500,1.000000000000000
047029600,047029600,1.000000000000000
047029700,047029700,1.000000000000000
047029800,047029800,1.000000000000000
047029900,047029900,1.000000000000000
047030000,047030000,1.000000000000000
047030100,047030100,1.000000000000000
047030200,047030200,1.000000000000000
047030300,047030300,1.000000000000000
047030400,047030400,1.000000000000000
047030500,047030500,1.000000000000000
047030600,047030600,1.000000000000000
047030700,047030700,1.000000000000000
047030800,047030800,1.000000000000000
047030900,047030900,1.000000000000000
047031100,047031100,1.000000000000000
047031300,047031300,1.000000000000000
047031401,047031400,1.000000000000000
047031402,047031400,0.000000000000000
047031500,047031500,1.000000000000000
047031701,047031701,1.000000000000000
047031702,047031702,1.000000000000000
047031900,047031900,1.000000000000000
047032100,047032100,1.000000000000000
047032300,047032300,1.000000000000000
047032500,047032500,1.000000000000000
047032600,047032600,1.000000000000000
047032700,047032700,1.000000000000000
047032800,047032800,1.000000000000000
047032900,047032900,1.000000000000000
047033000,047033000,1.000000000000000
047033100,047033100,1.000000000000000
047033300,047033300,1.000000000000000
047033500,047033500,1.000000000000000
047033600,047033600,1.000000000000000
047033701,047033700,0.546894031668697
047033702,047033700,0.453105968331303
047033900,047033900,1.000000000000000
047034000,047034000,1.000000000000000
047034100,047034100,1.000000000000000
047034200,047034200,1.000000000000000
047034300,047034300,1.000000000000000
047034500,047034500,1.000000000000000
047034700,047034700,1.000000000000000
047034800,047034800,1.000000000000000
047034901,047034900,0.397741995187859
047034902,047034900,0.602258004812141
047035000,047035000,1.000000000000000
047035101,047035100,0.370676528170546
047035102,047035100,0.629323471829454
047035200,047035200,1.000000000000000
047035301,047035300,0.471420267390041
047035302,047035300,0.528579732609959
047035400,047035400,1.000000000000000
047035500,047035500,1.000000000000000
047035601,047035601,1.000000000000000
047035602,047035602,1.000000000000000
047035701,047035700,1.000000000000000
047035702,047035700,0.000000000000000
047035900,047035900,1.000000000000000
047036001,047036001,1.000000000000000
047036002,047036002,1.000000000000000
047036100,047036100,1.000000000000000
047036200,047036200,1.000000000000000
047036300,047036300,1.000000000000000
047036400,047036400,1.000000000000000
047036501,047036501,1.000000000000000
047036502,047036502,1.000000000000000
047036600,047036600,1.000000000000000
047036700,047036700,1.000000000000000
047036900,047036900,1.000000000000000
047037000,047037000,1.000000000000000
047037100,047037100,1.000000000000000
047037300,047037300,1.000000000000000
047037401,047037401,1.000000000000000
047037402,047037402,1.000000000000000
047037500,047037500,1.000000000000000
047037700,047037700,1.000000000000000
047037900,047037900,1.000000000000000
047038100,047038100,1.000000000000000
047038200,047038200,1.000000000000000
047038300,047038300,1.000000000000000
047038500,047038500,1.000000000000000
047038600,047038600,1.000000000000000
047038700,047038700,1.000000000000000
047038800,047038800,1.000000000000000
047038900,047038900,1.000000000000000
047039000,047039000,1.000000000000000
047039100,047039100,1.000000000000000
047039200,047039200,1.000000000000000
047039300,047039300,1.000000000000000
047039400,047039400,1.000000000000000
047039500,047039500,1.000000000000000
047039600,047039600,1.000000000000000
047039700,047039700,1.000000000000000
047039800,047039800,1.000000000000000
047039900,047039900,1.000000000000000
047040000,047040000,1.000000000000000
047040100,047040100,1.000000000000000
047040200,047040200,1.000000000000000
047040300,047040300,1.000000000000000
047040400,047040400,1.000000000000000
047040500,047040500,1.000000000000000
047040600,047040600,1.000000000000000
047040700,047040700,1.000000000000000
047040800,047040800,1.000000000000000
047040900,047040900,1.000000000000000
047041000,047041000,1.000000000000000
047041100,047041100,1.000000000000000
047041200,047041200,1.000000000000000
047041300,047041300,1.000000000000000
047041401,047041401,1.000000000000000
047041402,047041402,1.000000000000000
047041500,047041500,1.000000000000000
047041600,047041600,1.000000000000000
047041700,047041700,1.000000000000000
047041800,047041800,1.000000000000000
047041900,047041900,1.000000000000000
047042000,047042000,1.000000000000000
047042100,047042100,1.000000000000000
047042200,047042200,1.000000000000000
047042300,047042300,1.000000000000000
047042400,047042400,1.000000000000000
047042500,047042500,1.000000000000000
047042600,047042600,1.000000000000000
047042700,047042700,1.000000000000000
047042800,047042800,1.000000000000000
047042900,047042900,1.000000000000000
047043000,047043000,1.000000000000000
047043100,047043100,1.000000000000000
047043200,047043200,1.000000000000000
047043300,047043300,1.000000000000000
047043400,047043400,1.000000000000000
047043500,047043500,1.000000000000000
047043600,047043600,1.000000000000000
047043700,047043700,1.000000000000000
047043800,047043800,1.000000000000000
047043900,047043900,1.000000000000000
047044000,047044000,1.000000000000000
047044100,047044100,1.000000000000000
047044200,047044200,1.000000000000000
047044300,047044300,1.000000000000000
047044400,047044400,1.000000000000000
047044500,047044500,1.000000000000000
047044600,047044600,1.000000000000000
047044600,047044800,0.000000000000000
047044700,047044700,1.000000000000000
047044800,047044800,1.000000000000000
047044901,047044900,0.999658935879945
047044902,047044900,0.000341064120055
047045000,047045000,1.000000000000000
047045200,047045200,1.000000000000000
047045300,047045300,1.000000000000000
047045400,047045400,1.000000000000000
047045600,047045600,1.000000000000000
047045800,047045800,1.000000000000000
047046000,047046000,1.000000000000000
047046201,047046201,1.000000000000000
047046202,047046202,1.000000000000000
047046400,047046400,1.000000000000000
047046800,047046800,1.000000000000000
047047000,047047000,1.000000000000000
047047200,047047200,1.000000000000000
047047400,047047400,1.000000000000000
047047600,047047600,1.000000000000000
047047700,047047700,1.000000000000000
047047800,047047800,1.000000000000000
047048000,047048000,1.000000000000000
047048100,047048100,1.000000000000000
047048200,047048200,1.000000000000000
047048400,047048400,1.000000000000000
047048500,047044900,0.000000000000000
047048500,047048500,1.000000000000000
047048600,047048600,1.000000000000000
047048800,047048800,1.000000000000000
047048900,047048900,1.000000000000000
047049000,047049000,1.000000000000000
047049100,047049100,1.000000000000000
047049200,047049200,1.000000000000000
047049301,047049300,0.283278688524590
047049302,047049300,0.716721311475410
047049400,047049400,1.000000000000000
047049500,047049500,1.000000000000000
047049600,047049600,1.000000000000000
047049700,047049700,1.000000000000000
047049800,047049800,1.000000000000000
047049900,047049900,1.000000000000000
047050001,047050000,0.554691997697179
047050001,047050400,0.000000000000000
047050002,047050000,0.445308002302821
047050100,047050100,1.000000000000000
047050202,047050202,1.000000000000000
047050300,047050300,1.000000000000000
047050401,047050400,0.550695825049702
047050402,047050400,0.449304174950298
047050500,047050500,1.000000000000000
047050600,047050600,1.000000000000000
047050700,047050700,1.000000000000000
047050801,047050801,1.000000000000000
047050803,047050803,1.000000000000000
047050804,047050804,1.000000000000000
047050900,047050900,1.000000000000000
047051001,047051001,1.000000000000000
047051002,047051002,1.000000000000000
047051100,047051100,1.000000000000000
047051200,047051200,1.000000000000000
047051300,047051300,1.000000000000000
047051400,047051400,1.000000000000000
047051500,047051500,1.000000000000000
047051601,047051601,1.000000000000000
047051602,047051602,1.000000000000000
047051700,047051700,1.000000000000000
047051800,047051800,1.000000000000000
047051900,047051900,1.000000000000000
047052000,047052000,1.000000000000000
047052300,047052300,1.000000000000000
047052500,047052500,1.000000000000000
047052600,047052600,1.000000000000000
047052700,047052700,1.000000000000000
047052800,047052800,1.000000000000000
047052900,047052900,1.000000000000000
047053000,047053000,1.000000000000000
047053101,047053100,0.327451259427921
047053102,047053100,0.672548740572079
047053200,047053200,1.000000000000000
047053300,047053300,1.000000000000000
047053400,047053400,1.000000000000000
