boroct2020,boroct2010,ratio
047053500,047053500,1.000000000000000
047053700,047053700,1.000000000000000
047053800,047053800,1.000000000000000
047053900,047053900,1.000000000000000
047054200,047054200,1.000000000000000
047054300,047054300,0.021406727828746
047054400,047054400,1.000000000000000
047054500,047054500,1.000000000000000
047054600,047054600,1.000000000000000
047054700,047054700,1.000000000000000
047054800,047054800,1.000000000000000
047054900,047054900,1.000000000000000
047055000,047055000,1.000000000000000
047055100,047055100,1.000000000000000
047055200,047055200,1.000000000000000
047055300,047055300,1.000000000000000
047055400,047055400,1.000000000000000
047055500,047055500,1.000000000000000
047055600,047055600,1.000000000000000
047055700,047055700,1.000000000000000
047055800,047055800,1.000000000000000
047056000,047056000,1.000000000000000
047056100,047056100,1.000000000000000
047056200,047056200,1.000000000000000
047056301,047056300,0.969954128440367
047056302,047056300,0.030045871559633
047056400,047056400,1.000000000000000
047056500,047056500,1.000000000000000
047056600,047056600,1.000000000000000
047056800,047056800,1.000000000000000
047056900,047056900,1.000000000000000
047057000,047057000,1.000000000000000
047057100,047057100,1.000000000000000
047057200,047057200,1.000000000000000
047057300,047057300,1.000000000000000
047057400,047057400,1.000000000000000
047057500,047057500,1.000000000000000
047057600,047057600,1.000000000000000
047057800,047057800,1.000000000000000
047057901,047057900,1.000000000000000
047057902,047057900,0.000000000000000
047058000,047058000,1.000000000000000
047058200,047058200,1.000000000000000
047058400,047058400,1.000000000000000
047058600,047058600,1.000000000000000
047058800,047058800,1.000000000000000
047058901,047058900,1.000000000000000
047058902,047058900,0.000000000000000
047059000,047059000,1.000000000000000
047059100,047059100,1.000000000000000
047059200,047059200,1.000000000000000
047059300,047059300,1.000000000000000
047059402,047059402,1.000000000000000
047059403,047059401,0.482695332983744
047059404,047059401,0.517304667016256
047059600,047059600,1.000000000000000
047059800,047059800,1.000000000000000
047060000,047060000,1.000000000000000
047060600,047060600,1.000000000000000
047060800,047060800,1.000000000000000
047061002,047061002,1.000000000000000
047061003,047061003,1.000000000000000
047061004,047061004,1.000000000000000
047061200,047061200,1.000000000000000
047061600,047061600,1.000000000000000
047062000,047062000,1.000000000000000
047062200,047062200,1.000000000000000
047062600,047062600,1.000000000000000
047062800,047062800,1.000000000000000
047062800,047066600,1.000000000000000
047063200,047063200,1.000000000000000
047063600,047063600,1.000000000000000
047063800,047063800,1.000000000000000
047064000,047064000,1.000000000000000
047064200,047064200,1.000000000000000
047064400,047064400,1.000000000000000
047064600,047064600,1.000000000000000
047064800,047064800,1.000000000000000
047065000,047065000,1.000000000000000
047065200,047065200,1.000000000000000
047065400,047065400,1.000000000000000
047065600,047065600,1.000000000000000
047065800,047065800,1.000000000000000
047066000,047066000,1.000000000000000
047066200,047066200,1.000000000000000
047066600,047066600,0.000000000000000
047067000,047067000,1.000000000000000
047067200,047067200,1.000000000000000
047067400,047067400,1.000000000000000
047067600,047067600,1.000000000000000
047067800,047067800,1.000000000000000
047068000,047068000,1.000000000000000
047068200,047068200,1.000000000000000
047068600,047068600,1.000000000000000
047068800,047068800,1.000000000000000
047069000,047069000,1.000000000000000
047069200,047069200,1.000000000000000
047069601,047069601,1.000000000000000
047069602,047069602,1.000000000000000
047069800,047069800,1.000000000000000
047070000,047070000,1.000000000000000
047070201,047070201,1.000000000000000
047070201,047070600,0.000000000000000
047070202,047070202,1.000000000000000
047070203,047070203,1.000000000000000
047070601,047070600,1.000000000000000
047070602,047070600,0.000000000000000
047072000,047072000,1.000000000000000
047072200,047072200,1.000000000000000
047072400,047072400,1.000000000000000
047072600,047072600,1.000000000000000
047072800,047072800,1.000000000000000
047073000,047073000,1.000000000000000
047073200,047073200,1.000000000000000
047073400,047073400,1.000000000000000
047073600,047073600,1.000000000000000
047073800,047073800,1.000000000000000
047074000,047074000,1.000000000000000
047074200,047074200,1.000000000000000
047074400,047074400,1.000000000000000
047074600,047074400,0.000000000000000
047074600,047074600,1.000000000000000
047074800,047074800,1.000000000000000
047075000,047075000,1.000000000000000
047075200,047075200,1.000000000000000
047075400,047075400,1.000000000000000
047075600,047075600,1.000000000000000
047075800,047075800,1.000000000000000
047076000,047076000,1.000000000000000
047076200,047076200,1.000000000000000
047076400,047076400,1.000000000000000
047076600,047076600,1.000000000000000
047076800,047076800,1.000000000000000
047077000,047077000,1.000000000000000
047077200,047077200,1.000000000000000
047077400,047077400,1.000000000000000
047077600,047077600,1.000000000000000
047078000,047078000,1.000000000000000
047078200,047078200,1.000000000000000
047078400,047078400,1.000000000000000
047078601,047078600,0.528430451127820
047078602,047078600,0.471569548872180
047078801,047078800,0.573348918760959
047078802,047078800,0.426651081239041
047079001,047079000,0.262269336474283
047079002,047079000,0.737730663525716
047079201,047079200,0.354986276303751
047079202,047079200,0.645013723696249
047079400,047079400,1.000000000000000
047079601,047079601,1.000000000000000
047079602,047079602,1.000000000000000
047079801,047079801,1.000000000000000
047079802,047079802,1.000000000000000
047080000,047080000,1.000000000000000
047080200,047080200,1.000000000000000
047080400,047080400,1.000000000000000
047080600,047080600,1.000000000000000
047080800,047080800,1.000000000000000
047081000,047081000,1.000000000000000
047081400,047081400,1.000000000000000
047081600,047081600,1.000000000000000
047081800,047081800,1.000000000000000
047082000,047082000,1.000000000000000
047082200,047082200,1.000000000000000
047082400,047082400,1.000000000000000
047082600,047082600,1.000000000000000
047082800,047082800,1.000000000000000
047083000,047083000,1.000000000000000
047083200,047083200,1.000000000000000
047083400,047083400,1.000000000000000
047083600,047083600,1.000000000000000
047083800,047083800,1.000000000000000
047084000,047084000,1.000000000000000
047084600,047084600,1.000000000000000
047084800,047084800,1.000000000000000
047085000,047085000,1.000000000000000
047085200,047085200,1.000000000000000
047085400,047085400,1.000000000000000
047085600,047085600,1.000000000000000
047085800,047085800,1.000000000000000
047086000,047086000,1.000000000000000
047086200,047086200,1.000000000000000
047086400,047086400,1.000000000000000
047086600,047086600,1.000000000000000
047086800,047086800,1.000000000000000
047087000,047087000,1.000000000000000
047087200,047087200,1.000000000000000
047087401,047087401,1.000000000000000
047087600,047087600,1.000000000000000
047087800,047087800,1.000000000000000
047088001,047088000,0.556409360810339
047088002,047088000,0.443590639189661
047088200,047088200,1.000000000000000
047088400,047088400,1.000000000000000
047088600,047088600,1.000000000000000
047088800,047088800,1.000000000000000
047089000,047089000,1.000000000000000
047089200,047089200,1.000000000000000
047089400,047089400,1.000000000000000
047089600,047089600,1.000000000000000
047089800,047089800,1.000000000000000
047090000,047090000,1.000000000000000
047090200,047090200,1.000000000000000
047090600,047090600,1.000000000000000
047090800,047090800,1.000000000000000
047091000,047091000,1.000000000000000
047091200,047091200,1.000000000000000
047091600,047091600,1.000000000000000
047091800,047091800,1.000000000000000
047092000,047092000,1.000000000000000
047092200,047092200,1.000000000000000
047092400,047092400,1.000000000000000
047092800,047092800,1.000000000000000
047093000,047093000,1.000000000000000
047093200,047093200,1.000000000000000
047093400,047093400,1.000000000000000
047093600,047093600,1.000000000000000
047093800,047093800,1.000000000000000
047094401,047094401,1.000000000000000
047094402,047094402,1.000000000000000
047094600,047094600,1.000000000000000
047095000,047095000,1.000000000000000
047095400,047095400,1.000000000000000
047095600,047095600,1.000000000000000
047095800,047095800,1.000000000000000
047096000,047096000,1.000000000000000
047096200,047096200,1.000000000000000
047096400,047096400,1.000000000000000
047096600,047096600,1.000000000000000
047096800,047096800,1.000000000000000
047097000,047097000,1.000000000000000
047097400,047097400,1.000000000000000
047098200,047098200,1.000000000000000
047098400,047098400,1.000000000000000
047098600,047098600,1.000000000000000
047098800,047098800,1.000000000000000
047099000,047099000,1.000000000000000
047099200,047099200,1.000000000000000
047099400,047099400,1.000000000000000
047099600,047099600,1.000000000000000
047099800,047099800,1.000000000000000
047100400,047100400,1.000000000000000
047100600,047100600,1.000000000000000
047100800,047100800,1.000000000000000
047101000,047101000,1.000000000000000
047101200,047101200,1.000000000000000
047101400,047101400,1.000000000000000
047101600,047101600,1.000000000000000
047101800,047101800,1.000000000000000
047102000,047102000,1.000000000000000
047102200,047102200,1.000000000000000
047102400,047102400,1.000000000000000
047102600,047102600,1.000000000000000
047102801,047102800,1.000000000000000
047102802,047102800,0.000000000000000
047103401,047103400,1.000000000000000
047103402,047103400,0.000000000000000
047105801,047105801,1.000000000000000
047105804,047105804,1.000000000000000
047107001,047107000,1.000000000000000
047107002,047107000,0.000000000000000
047107003,047107000,0.000000000000000
047107800,047107800,1.000000000000000
047109800,047109800,1.000000000000000
047110400,047110400,1.000000000000000
047110600,047110600,1.000000000000000
047111000,047111000,1.000000000000000
047111600,047111600,1.000000000000000
047111800,047111800,1.000000000000000
047112000,047112000,1.000000000000000
047112200,047112200,1.000000000000000
047112400,047112400,1.000000000000000
047112600,047112600,1.000000000000000
047112800,047112800,1.000000000000000
047113000,047113000,1.000000000000000
047113200,047113200,1.000000000000000
047113400,047113400,1.000000000000000
047114201,047114201,1.000000000000000
047114202,047114202,1.000000000000000
047114400,047114400,1.000000000000000
047114600,047114600,1.000000000000000
047115000,047115000,1.000000000000000
047115200,047115200,1.000000000000000
047115600,047115600,1.000000000000000
047115800,047115800,1.000000000000000
047116000,047116000,1.000000000000000
047116200,047116200,1.000000000000000
047116400,047116400,1.000000000000000
047116600,047116600,1.000000000000000
047116800,047116800,1.000000000000000
047117000,047117000,1.000000000000000
047117201,047117201,1.000000000000000
047117202,047117202,1.000000000000000
047117400,047117400,1.000000000000000
047117601,047117601,1.000000000000000
047117602,047117602,1.000000000000000
047117800,047117800,1.000000000000000
047118000,047118000,1.000000000000000
047118201,047118201,1.000000000000000
047118202,047118202,1.000000000000000
047118400,047118400,1.000000000000000
047118600,047118600,1.000000000000000
047118800,047118800,1.000000000000000
047119000,047119000,1.000000000000000
047119200,047119200,1.000000000000000
047119400,047119400,1.000000000000000
047119600,047119600,1.000000000000000
047119800,047119800,1.000000000000000
047120000,047120000,1.000000000000000
047120200,047120200,1.000000000000000
047120801,047120800,0.403334079212352
047120802,047120800,0.434660997986127
047120803,047120800,0.162004922801522
047121000,047121000,1.000000000000000
047121400,047121400,1.000000000000000
047122000,047122000,1.000000000000000
047123700,047123700,1.000000000000000
047150200,047150200,1.000000000000000
047152200,047152200,1.000000000000000
047990100,047990100,1.000000000000000
061000100,061000100,1.000000000000000
061000201,061000201,1.000000000000000
061000202,061000202,1.000000000000000
061000500,061000500,1.000000000000000
061000600,061000600,1.000000000000000
061000700,061000700,1.000000000000000
061000800,061000800,1.000000000000000
061000900,061000900,1.000000000000000
061001001,061001001,1.000000000000000
061001002,061001002,1.000000000000000
061001200,061001200,1.000000000000000
061001300,061001300,1.000000000000000
061001401,061001401,1.000000000000000
061001402,061001402,1.000000000000000
061001501,061001501,1.000000000000000
061001501,061002900,0.000000000000000
061001502,061001502,1.000000000000000
061001600,061001600,1.000000000000000
061001800,061001800,1.000000000000000
061002000,061002000,1.000000000000000
061002100,061002100,1.000000000000000
061002201,061002201,1.000000000000000
061002202,061002202,1.000000000000000
061002400,061002400,1.000000000000000
061002500,061002500,1.000000000000000
061002601,061002601,1.000000000000000
061002602,061002602,1.000000000000000
061002700,061002700,1.000000000000000
061002800,061002800,1.000000000000000
061002901,061002900,0.259456080025008
061002902,061002900,0.740543919974992
061003001,061003001,1.000000000000000
061003002,061003002,1.000000000000000
061003100,061002900,0.000000000000000
061003100,061003100,1.000000000000000
061003200,061003200,1.000000000000000
061003300,061003300,1.000000000000000
061003400,061003400,1.000000000000000
061003601,061003001,0.000000000000000
061003601,061003601,1.000000000000000
061003602,061003602,1.000000000000000
061003700,061003700,1.000000000000000
061003800,061003800,1.000000000000000
061003900,061003900,1.000000000000000
061004001,061004000,0.437059299502948
061004002,061004000,0.562940700497052
061004100,061004100,1.000000000000000
061004200,061004200,1.000000000000000
061004300,061004300,1.000000000000000
061004400,061004400,1.000000000000000
061004500,061004500,1.000000000000000
061004700,061004700,1.000000000000000
061004800,061004800,1.000000000000000
061004900,061004900,1.000000000000000
061005000,061005000,1.000000000000000
061005200,061005200,1.000000000000000
061005400,061005400,1.000000000000000
061005501,061005501,1.000000000000000
061005502,061005502,1.000000000000000
061005600,061005600,1.000000000000000
061005700,061005700,1.000000000000000
061005800,061005800,1.000000000000000
061005900,061005900,1.000000000000000
061006000,061006000,1.000000000000000
061006100,061006100,1.000000000000000
061006200,061006000,0.000000000000000
061006200,061006200,1.000000000000000
061006300,061006300,1.000000000000000
061006400,061006400,1.000000000000000
061006500,061006500,1.000000000000000
061006600,061006600,1.000000000000000
061006700,061006700,1.000000000000000
061006800,061006800,1.000000000000000
061006900,061006900,1.000000000000000
061007001,061007000,0.466576485176417
061007002,061007000,0.533423514823582
061007100,061007100,1.000000000000000
061007200,061007200,1.000000000000000
061007300,061007300,1.000000000000000
061007400,061007400,1.000000000000000
061007500,061007500,1.000000000000000
061007600,061007600,1.000000000000000
061007700,061007700,1.000000000000000
061007800,061007800,1.000000000000000
061007900,061007900,1.000000000000000
061008000,061008000,1.000000000000000
061008100,061008100,1.000000000000000
061008200,061008200,1.000000000000000
061008300,061008300,1.000000000000000
061008400,061008400,1.000000000000000
061008601,061008601,1.000000000000000
061008602,061008602,1.000000000000000
061008603,061008603,1.000000000000000
061008700,061008700,1.000000000000000
061008800,061008800,1.000000000000000
061008900,061008900,1.000000000000000
061009000,061009000,1.000000000000000
061009100,061009100,1.000000000000000
061009200,061009200,1.000000000000000
061009300,061009300,1.000000000000000
061009400,061009400,1.000000000000000
061009500,061009500,1.000000000000000
061009600,061009600,1.000000000000000
061009700,061009700,1.000000000000000
061009800,061009800,1.000000000000000
061009901,061009900,0.821079691516710
061009902,061009900,0.143444730077121
061009903,061009900,0.035475578406170
061010000,061010000,1.000000000000000
061010100,061010100,1.000000000000000
061010200,061010200,1.000000000000000
061010300,061010300,1.000000000000000
061010400,061010400,1.000000000000000
061010601,061010601,1.000000000000000
061010601,061010602,0.000000000000000
061010602,061010602,1.000000000000000
061010801,061010800,0.362540103993805
061010802,061010800,0.390087399048567
061010803,061010800,0.247372496957628
061010900,061010900,1.000000000000000
061011000,061011000,1.000000000000000
061011100,061011100,1.000000000000000
061011201,061011201,1.000000000000000
061011202,061011202,1.000000000000000
061011203,061011203,1.000000000000000
061011300,061011300,1.000000000000000
061011401,061011401,1.000000000000000
061011402,061011402,1.000000000000000
061011500,061011500,1.000000000000000
061011600,061011600,1.000000000000000
061011700,061011700,1.000000000000000
061011800,061011800,1.000000000000000
061011900,061011900,1.000000000000000
061012000,061012000,1.000000000000000
061012101,061012100,0.378653261631985
061012102,061012100,0.621346738368015
061012200,061012200,1.000000000000000
061012400,061012400,1.000000000000000
061012500,061012500,1.000000000000000
061012601,061012600,0.537811178957257
061012602,061012600,0.462188821042743
061012700,061012700,1.000000000000000
061012800,061012800,1.000000000000000
061012901,061012900,0.555481947664790
061012902,061012900,0.444518052335210
061013000,061013000,1.000000000000000
061013100,061013100,1.000000000000000
061013201,061013200,0.281964117091596
061013202,061013200,0.371010387157696
061013203,061013200,0.347025495750708
061013300,061013300,1.000000000000000
061013400,061013400,1.000000000000000
061013501,061013500,0.440418435415403
061013502,061013500,0.559581564584597
061013601,061013600,0.112291449426486
061013602,061013600,0.290015641293014
061013603,061013600,0.276655370177268
061013604,061013600,0.321037539103233
061013700,061013700,1.000000000000000
061013800,061013800,1.000000000000000
061013900,061013900,1.000000000000000
061014000,061014000,1.000000000000000
061014200,061014200,1.000000000000000
061014300,061014300,1.000000000000000
061014401,061014401,1.000000000000000
061014402,061014402,1.000000000000000
061014500,061014500,1.000000000000000
061014601,061014601,1.000000000000000
061014602,061014602,1.000000000000000
061014700,061014700,1.000000000000000
061014801,061014801,1.000000000000000
061014802,061014802,1.000000000000000
061014900,061014900,1.000000000000000
061015001,061015001,1.000000000000000
061015002,061015002,1.000000000000000
061015101,061015100,0.473994702624609
061015102,061015100,0.526005297375391
061015200,061015200,1.000000000000000
061015301,061015300,0.371673819742489
061015302,061015300,0.628326180257511
061015401,061015400,0.355225834606153
061015402,061015400,0.285838970106917
061015403,061015400,0.358935195286930
061015501,061015500,0.434973262032086
061015502,061015500,0.565026737967914
061015601,061015601,1.000000000000000
061015602,061015602,1.000000000000000
061015700,061015700,1.000000000000000
061015801,061015801,1.000000000000000
061015802,061015802,1.000000000000000
061015900,061015900,1.000000000000000
061016001,061016001,1.000000000000000
061016002,061016002,1.000000000000000
061016100,061016100,1.000000000000000
061016200,061016200,1.000000000000000
061016300,061016300,1.000000000000000
061016400,061016400,1.000000000000000
061016500,061016500,1.000000000000000
061016600,061016600,1.000000000000000
061016700,061016700,1.000000000000000
061016800,061016800,1.000000000000000
061016900,061016900,1.000000000000000
061017000,061017000,1.000000000000000
061017100,061017100,1.000000000000000
061017200,061017200,1.000000000000000
061017300,061017300,1.000000000000000
061017401,061017401,1.000000000000000
061017402,061017402,1.000000000000000
061017500,061017500,1.000000000000000
061017700,061017700,1.000000000000000
061017800,061017800,1.000000000000000
061017900,061017900,1.000000000000000
061018000,061018000,1.000000000000000
061018100,061018100,1.000000000000000
061018200,061018200,1.000000000000000
061018300,061018300,1.000000000000000
061018400,061018400,1.000000000000000
061018500,061018500,1.000000000000000
061018600,061018600,1.000000000000000
061018700,061018700,1.000000000000000
061018800,061018800,1.000000000000000
061018900,061018900,1.000000000000000
061019000,061019000,1.000000000000000
061019100,061019100,1.000000000000000
061019200,061019200,1.000000000000000
061019300,061019300,1.000000000000000
061019400,061019400,1.000000000000000
061019500,061019500,1.000000000000000
061019600,061019600,1.000000000000000
061019701,061019701,1.000000000000000
061019702,061019702,1.000000000000000
061019800,061019800,1.000000000000000
061019900,061019900,1.000000000000000
061020000,061020000,1.000000000000000
061020101,061020101,1.000000000000000
061020102,061020102,1.000000000000000
061020300,061020300,1.000000000000000
061020500,061020500,1.000000000000000
061020600,061020600,1.000000000000000
061020701,061020701,1.000000000000000
061020800,061020800,1.000000000000000
061020901,061020901,1.000000000000000
061021000,061021000,1.000000000000000
061021100,061021100,1.000000000000000
061021200,061021200,1.000000000000000
061021303,061021303,1.000000000000000
061021400,061021400,1.000000000000000
061021500,061021500,1.000000000000000
061021600,061021600,1.000000000000000
061021703,061021703,1.000000000000000
061021800,061021800,1.000000000000000
061021900,061021900,1.000000000000000
061022000,061022000,1.000000000000000
061022102,061022102,1.000000000000000
061022200,061022200,1.000000000000000
061022301,061022301,1.000000000000000
061022302,061022302,1.000000000000000
061022400,061022400,1.000000000000000
061022500,061022500,1.000000000000000
061022600,061022600,1.000000000000000
061022700,061022700,1.000000000000000
061022800,061022800,1.000000000000000
061022900,061022900,1.000000000000000
061023000,061023000,1.000000000000000
061023100,061023100,1.000000000000000
061023200,061023200,1.000000000000000
061023300,061023300,1.000000000000000
061023400,061023400,1.000000000000000
061023501,061023501,1.000000000000000
061023502,061023502,1.000000000000000
061023600,061023600,1.000000000000000
061023700,061023700,1.000000000000000
061023802,061023802,0.996388028895769
061023803,061023801,0.713565771881107
061023803,061023802,0.003611971104231
061023804,061023801,0.286434228118893
061023900,061023900,1.000000000000000
061024000,061024000,1.000000000000000
061024100,061024100,1.000000000000000
061024200,061024200,1.000000000000000
061024301,061024301,1.000000000000000
061024302,061024302,1.000000000000000
061024500,061024500,1.000000000000000
061024700,061024700,1.000000000000000
061024900,061024900,1.000000000000000
061025100,061025100,1.000000000000000
061025300,061025300,1.000000000000000
061025500,061025500,1.000000000000000
061025700,061025700,1.000000000000000
061025900,061025900,1.000000000000000
061026100,061026100,1.000000000000000
061026300,061026300,1.000000000000000
061026500,061026500,1.000000000000000
061026700,061026700,1.000000000000000
061026900,061026900,1.000000000000000
061027100,061027100,1.000000000000000
061027300,061027300,1.000000000000000
061027500,061027500,1.000000000000000
061027700,061027700,1.000000000000000
061027900,061027900,1.000000000000000
061028100,061028100,1.000000000000000
061028300,061028300,1.000000000000000
061028500,061028500,1.000000000000000
061028700,061028700,1.000000000000000
061029100,061029100,1.000000000000000
061029300,061029300,1.000000000000000
061029500,061029500,1.000000000000000
061029700,061029700,1.000000000000000
061029900,061029900,1.000000000000000
061030300,061030300,1.000000000000000
061030700,061030700,1.000000000000000
061030900,061030900,1.000000000000000
061031100,061031100,1.000000000000000
061031703,061031703,1.000000000000000
061031704,061031704,1.000000000000000
061031900,061031900,1.000000000000000
081000101,081000100,0.395433420893110
081000102,081000100,0.544756516467973
081000103,081000100,0.006061830672863
081000104,081000100,0.053748231966054
081000200,081000200,1.000000000000000
081000400,081000400,1.000000000000000
081000600,081000600,1.000000000000000
081000701,081000700,0.427348643006263
081000702,081000700,0.572651356993737
081000800,081000800,1.000000000000000
081001000,081001000,1.000000000000000
081001200,081001200,1.000000000000000
081001400,081001400,1.000000000000000
081001600,081001600,1.000000000000000
081001800,081001800,1.000000000000000
081001901,081001900,0.565985130111524
081001902,081001900,0.273234200743494
081001903,081001900,0.160780669144981
081002000,081002000,1.000000000000000
081002200,081002200,1.000000000000000
081002400,081002400,1.000000000000000
081002400,081064102,0.000000000000000
081002500,081002500,1.000000000000000
081002600,081002600,1.000000000000000
081002800,081002800,1.000000000000000
081003000,081003000,1.000000000000000
081003100,081003100,1.000000000000000
081003200,081003200,1.000000000000000
081003301,081001900,0.000000000000000
081003301,081003300,0.291026677445433
081003301,081017100,0.000000000000000
081003302,081003300,0.708973322554567
081003400,081003400,1.000000000000000
081003600,081003600,1.000000000000000
081003700,081003700,1.000000000000000
081003800,081003800,1.000000000000000
081003900,081003900,1.000000000000000
081004001,081004001,1.000000000000000
081004002,081004002,1.000000000000000
081004200,081004200,1.000000000000000
081004300,081004300,1.000000000000000
081004401,081004401,1.000000000000000
081004500,081004500,1.000000000000000
081004700,081004700,1.000000000000000
081005000,081005000,1.000000000000000
081005100,081005100,1.000000000000000
081005200,081005200,1.000000000000000
081005300,081005300,1.000000000000000
081005400,081005400,0.993722655506943
081005500,081005500,1.000000000000000
081005700,081005700,1.000000000000000
081005800,081005800,1.000000000000000
081005900,081005900,1.000000000000000
081006100,081006100,1.000000000000000
081006201,081006201,1.000000000000000
081006202,081006202,1.000000000000000
081006300,081006300,1.000000000000000
081006501,081006501,1.000000000000000
081006502,081006502,1.000000000000000
081006900,081006900,1.000000000000000
081007100,081007100,1.000000000000000
081007300,081007300,1.000000000000000
081007500,081007500,1.000000000000000
081007700,081007700,1.000000000000000
081007900,081007900,1.000000000000000
081008100,081008100,1.000000000000000
081008300,081008300,1.000000000000000
081008500,081008500,1.000000000000000
081008600,081005400,0.006277344493057
081008600,081008600,1.000000000000000
081008700,081008700,1.000000000000000
081008800,081008800,1.000000000000000
081008800,081088400,0.000000000000000
081009100,081009100,1.000000000000000
081009400,081009400,1.000000000000000
081009500,081009500,1.000000000000000
081009600,081009600,1.000000000000000
081009700,081009700,1.000000000000000
081009800,081009800,1.000000000000000
081009900,081009900,1.000000000000000
081010000,081010000,1.000000000000000
081010100,081010100,1.000000000000000
081010200,081010200,1.000000000000000
081010300,081010300,1.000000000000000
081010400,081010400,1.000000000000000
081010500,081010500,1.000000000000000
081010600,081010600,1.000000000000000
081010701,081010701,1.000000000000000
081010800,081010800,1.000000000000000
081011000,081011000,1.000000000000000
081011100,081011100,1.000000000000000
081011200,081011200,1.000000000000000
081011300,081011300,1.000000000000000
081011400,081011400,1.000000000000000
081011500,081011500,1.000000000000000
081011600,081011600,1.000000000000000
081011700,081011700,1.000000000000000
081011800,081011800,1.000000000000000
081011900,081011900,1.000000000000000
081012000,081012000,1.000000000000000
081012100,081012100,1.000000000000000
081012200,081012200,1.000000000000000
081012301,081012301,1.000000000000000
081012400,081012400,1.000000000000000
081012500,081012500,1.000000000000000
081012601,081012601,1.000000000000000
081012602,081012602,1.000000000000000
081012800,081012800,1.000000000000000
081013000,081013000,1.000000000000000
081013200,081013200,1.000000000000000
081013400,081013400,1.000000000000000
081013500,081013500,1.000000000000000
081013600,081013600,1.000000000000000
081013700,081013700,1.000000000000000
081013800,081013800,1.000000000000000
081014000,081014000,1.000000000000000
081014100,081014100,1.000000000000000
081014201,081014201,1.000000000000000
081014202,081014202,1.000000000000000
081014300,081014300,1.000000000000000
081014400,081014400,1.000000000000000
081014500,081014500,1.000000000000000
081014700,081014700,1.000000000000000
081014800,081014800,1.000000000000000
081014900,081014900,1.000000000000000
081015000,081015000,1.000000000000000
081015100,081015100,1.000000000000000
081015200,081015200,1.000000000000000
081015300,081015300,1.000000000000000
081015400,081015400,1.000000000000000
081015500,081015500,1.000000000000000
081015600,081015600,1.000000000000000
081015700,081015700,1.000000000000000
081015801,081015801,1.000000000000000
081015802,081015802,1.000000000000000
081015900,081015900,1.000000000000000
081016100,081016100,1.000000000000000
081016300,081016300,1.000000000000000
081016400,081016400,1.000000000000000
081016600,081016600,1.000000000000000
081016800,081016800,1.000000000000000
081016900,081016900,1.000000000000000
081017000,081017000,1.000000000000000
081017101,081017100,0.000000000000000
081017102,081017100,1.000000000000000
081017200,081017200,1.000000000000000
081017400,081017400,1.000000000000000
081017600,081017600,1.000000000000000
081017800,081017800,1.000000000000000
081017901,081017900,0.994307400379507
081017902,081017900,0.005692599620493
081018000,081018000,1.000000000000000
081018101,081018101,1.000000000000000
081018102,081018102,1.000000000000000
081018200,081018200,1.000000000000000
081018300,081018300,1.000000000000000
081018401,081018401,1.000000000000000
081018402,081018402,1.000000000000000
081018501,081018501,1.000000000000000
081018502,081018502,1.000000000000000
081018600,081018600,1.000000000000000
081018700,081018700,1.000000000000000
081018700,081019900,0.000000000000000
081018800,081018800,1.000000000000000
081018900,081018900,1.000000000000000
081019000,081019000,1.000000000000000
081019200,081019200,1.000000000000000
081019400,081019400,1.000000000000000
081019600,081019600,1.000000000000000
081019800,081019800,1.000000000000000
081019901,081019900,1.000000000000000
081019902,081000100,0.000000000000000
081019902,081019900,0.000000000000000
081019903,081019900,0.000000000000000
081020200,081020200,1.000000000000000
081020400,081020400,1.000000000000000
081020500,081020500,1.000000000000000
081020500,081022900,0.000000000000000
081020600,081020600,1.000000000000000
081020800,081020600,0.000000000000000
081020800,081020800,1.000000000000000
081021200,081020800,0.000000000000000
081021200,081021200,1.000000000000000
081021400,081021400,1.000000000000000
081021601,081021600,0.696215139442231
081021602,081021600,0.303784860557769
081021603,081021600,0.000000000000000
081021900,081020500,0.000000000000000
081021900,081021900,1.000000000000000
081022001,081022001,1.000000000000000
081022002,081022002,1.000000000000000
081022900,081022900,1.000000000000000
081023000,081023000,1.000000000000000
081023200,081023200,1.000000000000000
081023501,081023500,0.571514858661512
081023502,081023500,0.428485141338488
081023600,081023600,1.000000000000000
081023800,081023800,1.000000000000000
081024000,081024000,1.000000000000000
081024300,081024300,1.000000000000000
081024500,081024300,0.000000000000000
081024500,081024500,1.000000000000000
081024600,081024600,1.000000000000000
081024700,081024500,0.000000000000000
081024700,081024700,1.000000000000000
081024900,081024900,1.000000000000000
081025100,081025100,1.000000000000000
081025301,081025301,1.000000000000000
081025302,081025302,1.000000000000000
081025401,081025400,0.346167905446570
081025402,081025400,0.653832094553430
081025500,081025500,1.000000000000000
081025700,081025700,1.000000000000000
081025800,081025800,1.000000000000000
081025900,081025900,1.000000000000000
081026000,081026000,1.000000000000000
081026100,081026100,1.000000000000000
081026200,081026200,1.000000000000000
081026300,081026300,1.000000000000000
081026300,081026500,0.000000000000000
081026400,081026400,1.000000000000000
081026501,081026500,0.667334223408990
081026502,081026500,0.332665776591010
081026600,081026600,1.000000000000000
081026700,081026700,1.000000000000000
081026901,081026901,1.000000000000000
081026902,081026902,1.000000000000000
081027000,081027000,1.000000000000000
081027101,081027100,0.625945450378180
081027102,081027100,0.374054549621820
081027200,081027200,1.000000000000000
081027301,081027300,0.444444444444444
081027302,081027300,0.555555555555556
081027400,081027400,1.000000000000000
081027500,081027500,1.000000000000000
081027600,081027600,1.000000000000000
081027701,081027700,0.391229873244262
081027702,081027700,0.608770126755738
